exp1	exp2	exp3	exp4	exp5	exp6
AGAP009862-PA	-2.29191113070627	-1.00695613872776	-0.115424230418452	0.330672061831667	-0.153390426807343	-0.208458227179288
AGAP011836-PA	0.61045962354066	-1.58993234046008	0.479001418373899	0.609644334047978	1.01517745772191	-0.630208693735307
AGAP006233-PA	-1.23459372681235	0.307181541271662	-0.0467877532275244	0.704981425251058	0.873014254224247	-0.169020599903977
AGAP000269-PA	0.582075630204937	-0.176799397807735	-0.0993532783467615	0.229443337576961	-0.654400207341315	-0.900680278541745
AGAP009861-PA	0.36895476208429	-0.122944342498048	-1.82255383642881	0.451333707551362	0.0157759520915287	0.72237561202247
AGAP007191-PA	-0.596505426496668	1.21769953236066	0.155756243998035	0.842708497357215	-1.35159355772846	-0.11633210136532
AGAP010042-PA	-1.22371061477523	0.0268161606912143	0.628246516677791	-1.39244153965775	-0.193779114277954	-0.0555889890329039
AGAP004166-PA	0.288069351846251	0.42353799011157	0.388864713128846	-0.792866562714705	1.18950137154803	-1.05812338103043
AGAP007788-PA	-0.164705518514609	0.863478221495858	-1.21254832978256	0.563016555626938	-0.0796696630669652	1.75559160207137
AGAP012205-PA	0.338371567642833	1.78647290187594	-0.980391469966396	-0.496018657185336	-0.0381777170964776	0.983533485075625
AGAP008665-PA	-0.535255318819378	0.824258904503778	0.82857456072634	-1.16556760896564	1.03934668176267	1.43165310343885
AGAP013621-RA	-1.38369135978052	-0.828078172413235	-0.0491849303131269	1.28374380283461	1.46777026762193	0.0607785042784892
AGAP001114-PA	-0.0915873387385627	0.205762187475471	1.02446738000918	0.655645959044673	-1.37028464968226	0.555271290772532
AGAP006560-PA	-1.25170027437675	-0.406508942432684	0.348619526926832	-0.136145763350086	0.840792703629869	0.365762814920822
AGAP000121-PA	0.398434118498974	-0.50761865827321	-0.58625482091943	-0.299325943233351	-1.68088716517492	-0.141751410485216
AGAP011777-PA	0.267679270410311	-1.34872688239945	-0.876455806226023	-1.39182033554285	-0.348461444107253	-0.0284856179582766
AGAP013415-PA	1.3412414294961	0.119827357877505	0.097195164321852	-3.07562091381021	0.742634995939681	-1.06918635320546
AGAP011540-PA	0.429314143233921	-2.4958039655959	0.457364852299681	-1.02965976363918	1.5722131464622	-0.124523037313589
AGAP003371-PA	0.62452065518164	0.586755750409108	-0.866790791337506	-0.276032765298464	-1.48606369400532	-1.05025176379251
AGAP012617-PA	1.09616867642876	-0.227082598963351	0.163028786246601	-0.25169073368471	-1.74806673413317	-0.943199408362758
AGAP012817-PA	-0.365100833639157	-1.49646026125201	0.517127683825532	0.282804978314779	0.395928982897817	0.745182544603134
AGAP002855-PA	1.68081749991389	-1.00411865888558	0.547399385990567	0.876780174685983	-0.836600781450746	-2.45939333989711
AGAP012268-PA	-0.177540381908405	0.693712996539781	-0.518664172362329	2.03568229011903	0.717987796512401	0.0836477914914922
AGAP007752-PA	0.301331791565914	-0.474786809671391	0.640590495979901	1.6655724853293	1.45238568449719	0.545500192560225
AGAP012896-PA	0.562335941955327	-0.937015477789838	-0.755889059209428	1.24068388677847	-0.320206172370481	0.267358156590651
AGAP007546-PA	0.738569939636083	0.0962895135723183	0.804626514332058	-0.381751131783224	0.837166024190208	-0.256589494960669
AGAP010419-PA	0.932989776213901	0.133759038593452	0.451983777472465	0.571238460868313	-0.534805882520054	-0.947702609849884
AGAP004452-PA	-0.679216291599364	0.266573041211807	-0.476074515661707	0.113339635260009	-0.581483726578507	-0.0618863253403774
AGAP003365-PA	1.2346598640874	0.0300729612438024	0.872946525306342	0.188450363102623	0.509357472186407	-0.45741286978445
AGAP010680-PA	-1.14584732552205	-0.220575813573244	-0.887860346760283	0.764088835123106	0.233380313515595	0.817843698619884
AGAP002758-PA	0.178092831186091	-0.274200536286775	-0.72686845988114	0.366213705404041	0.198866817391361	-0.344679703557082
AGAP004109-PA	0.867020861115588	0.820443297959028	-1.04018422373592	1.14654947290899	-0.671784427331518	0.130934576173361
AGAP009246-PA	-0.878490523553649	1.0108106156344	-0.52862451741435	-0.925520383628646	-0.255667469053726	-0.801878760614688
AGAP002456-PA	0.795573870537309	1.60548165283607	-0.81025764147124	-0.813581612767536	0.00358845420464061	-0.561719782726736
AGAP010879-PA	1.18680649863665	0.868079893243823	-0.17286401218129	0.0115574932967708	-1.47466670770149	0.422578646405683
AGAP002857-PA	0.30095427790578	0.486034195579224	-0.552712564977307	2.14583627151955	0.5537541691157	-0.0302203409098215
AGAP012392-PA	-0.255744733112822	0.744948208237188	-0.410213981833603	0.434730758484991	-2.08001584153322	1.41327198787278
AGAP010352-PA	-1.60335346501936	1.6692246699142	0.657561538660958	-1.1731731139523	-0.895243025678235	0.0876298298437721
AGAP008263-PA	0.372034969960193	1.26960047803945	0.12273251686845	-0.208920266722981	0.602467802472383	1.31086266683014
AGAP001962-PA	0.583433807664286	1.14773114680593	-1.2442905419462	2.80903629738176	0.106806937027366	-0.732652949265695
AGAP013166-PA	0.319122082127411	0.777711659790848	-0.719025239716383	1.57466563467078	-0.747724327300411	0.0210907122566607
AGAP001481-PA	1.01090707028825	-1.17458384924656	-0.0118374605288318	1.17816029225602	-0.743341194886895	1.70432876247878
AGAP000853-PA	-0.172535780116057	0.489401555755458	0.480377512898051	0.520333342653767	-1.7532401781633	0.256390596781971
AGAP004895-PA	0.0129078480735246	-0.58406860985805	0.112826117168787	0.878657327540818	0.427223412655202	-0.376926317560634
AGAP008401-PA	-0.149923733834171	-0.290110763517092	-1.54547745865811	0.322665266630004	1.20376540507932	-0.505122227205362
AGAP000856-PA	-1.18144658305533	-0.134494492897097	-0.133165861260287	-0.109953812179287	2.43337897695853	-0.303830709161563
AGAP002600-PA	0.129239094395959	0.716114116185152	1.50715019595235	0.309497016754878	-0.197370985063964	-0.884393037923307
AGAP001167-PA	-0.492981228326181	0.669991903984714	0.583040878245639	-1.81558553958302	-0.318745950953776	-0.109432622367607
AGAP006065-PA	-0.294023324444639	0.241633368702897	-1.05818335347432	-0.281909368571312	0.140517153300224	-1.39405888739883
AGAP005246-PE	1.13497196737508	1.70827280751412	-0.711222478023311	-0.890140101223331	-1.3592889239578	-0.471864815892719
AGAP008902-PA	-3.504052393333	2.33747470617576	-0.696051679732192	-0.18325844407906	0.216615161700565	0.683387676211406
AGAP013432-PA	0.648790770182755	-1.65279931234971	-0.73774237425281	-0.481864193038227	-0.0282460394281117	0.695146812543617
AGAP001744-PA	-0.528688309952494	-0.875886774759804	-0.650326617320563	0.938060472872499	0.241966581577699	0.930536535957934
AGAP011900-PA	-1.13043060792945	-0.977465178420754	-2.00553389495806	-0.164890154773386	1.62066316699598	-0.463293322989795
AGAP007876-PB	0.744736000217998	-1.36017966846696	0.607735938243953	-0.415493305054111	0.466531556322126	0.0899924480954503
AGAP010068-PA	-0.0379208145028489	0.413341786937356	1.10794669687351	-0.0593356084715361	-0.962333100792341	-0.846421861111786
AGAP011926-PA	0.17960480776745	0.517077504050116	-0.58694188637909	1.2288015146084	0.222562710891966	0.442577576823833
AGAP000965-PA	0.14666415424329	1.73098750750629	0.178397555599291	-0.347626625419746	-0.364575755233734	1.68012466899663
AGAP008344-PA	-2.39565623110921	-0.805287682242222	-0.875775102445612	-0.0753863648876942	0.68116066365722	-0.513503954516824
AGAP012382-PA	0.952072284638393	-0.742507870210435	-1.42729827553625	0.823300948567302	1.03280187893201	-1.28312915184752
AGAP002290-PA	0.520053377421047	1.39746407144663	1.21381917091336	-1.60810064143085	0.528216515208503	-0.0659385489845325
AGAP013356-PA	1.79693532739469	-0.817398897145671	-1.05901355333345	0.508420435198682	0.622200871624875	1.50973474005931
AGAP007720-PA	0.0843367688999191	-0.564899755901192	0.0282935885447434	0.79475905710663	-1.67433673848891	-0.646835216370588
AGAP008984-PA	0.276038635260469	1.60256382754274	1.29177734107649	0.0210474046131527	-0.0125229575524854	1.05432363904064
AGAP003237-PA	1.1183051783311	1.04165959996571	-0.593068507066496	-1.91171550671035	-0.589324482825586	1.47397238257297
AGAP002541-PC	-2.08494110091656	2.39738747449733	-0.424642413788957	1.92378946421648	-0.937503123476752	-1.37987447112564
AGAP004320-PA	-1.2296902371523	0.874749659041205	-1.29390892652584	-0.248814201883075	2.50581129838644	-1.55953149380016
AGAP003233-PA	0.35660004494922	-0.356238182042912	0.96059732621847	0.567080414816385	-0.199612723408481	1.0090904073822
AGAP002649-PA	1.05256860414198	0.27979898236181	-0.661924453480219	-1.49280070032124	0.633255673793603	-1.73065397430698
AGAP010400-PA	1.08655927951307	-0.964231273305305	-2.06983129481998	-1.52479442700634	-1.82550810215271	-0.0863735841562062
AGAP008818-PA	-0.220440539043684	0.281131867345013	0.692472055065397	1.01342524149807	0.682954871452353	-0.246403600098024
AGAP000891-PA	0.486066939182859	-1.36960681676865	-0.52744464646961	-0.956741154657717	-1.2454102290054	-0.10679901352228
AGAP002598-PA	-0.727993967222845	1.13845411101373	1.32185565993062	-0.229707451133857	1.06035338541531	-0.128650454512494
AGAP005646-PA	0.282130220702002	-0.134830276497578	1.54915383887608	-0.392788118744165	0.120923480549059	0.26904991672041
AGAP003993-PA	-0.728226759774653	0.37842948312979	0.17212094093336	1.59767907192696	-0.00482636140358993	-1.16484353251567
AGAP010856-PA	-0.563273890179974	1.30613692692452	0.769618225728314	1.68036750630212	2.74394966834762	-0.382724415063133
AGAP002182-PA	-0.191759820102106	-0.159917471926237	0.0536318612508192	0.205515540874981	-0.772738420611183	-1.87438404405592
AGAP009450-PA	-0.224238402013412	1.05771474323318	0.571601071000137	-0.691027799732605	-0.335740697266399	-0.561379814723907
AGAP005228-PA	0.885444181087819	-1.26972196419484	0.541771608343204	0.849215589785811	-1.49850324014724	-0.467471043999126
AGAP005644-PA	-1.33554056438694	0.54018883985256	0.766694422983836	-0.742093266459854	-0.372959678611029	0.67941643978069
AGAP007657-PA	0.597509256477405	0.661250037489845	0.827695721929284	-0.00914075841908801	0.260879932538185	0.405182396938178
AGAP004944-PA	-0.59995953640835	-1.10884601022705	1.0807377095996	-0.363066849751301	0.201458762230178	-0.377930778178586
AGAP008851-PA	-0.573593648515411	0.0852403548895048	-0.0970212229988348	-0.342360481076108	-1.41754431457415	-0.627726119586785
AGAP001375-PA	-0.21205418902544	0.600253556261171	-1.3867312248829	-0.0979378488160808	1.11208494975636	-1.91608271730778
AGAP013258-PA	0.307368959896375	-0.265795993202939	0.470564183759411	-2.15304006127476	-0.179315863238165	1.63300588391488
AGAP000342-PA	-0.952850428679195	-2.32749099554433	-1.28900835308673	1.55058456234681	1.60836844629034	-0.749265866604616
AGAP012576-PA	-0.504256324574073	0.716388944754038	0.76199305704152	-1.08362370901839	0.942227808375687	1.60373745255835
AGAP009764-PA	-1.09785142687778	-1.13125324390106	2.19804963955047	-1.45724229188894	3.94793387773214	-0.237034632832293
AGAP012051-PA	-1.54331032134266	0.891091694029974	-0.152966505051177	-0.760545743911607	-0.422979553555982	-0.203763739021797
AGAP007538-PA	0.0263265217836594	-0.276502553496781	-0.503388036404714	-2.74713623672583	1.15366120149469	-0.909829705748985
AGAP006811-PA	1.49757620372975	-1.85116041101102	0.394814007320271	1.1542265279612	0.812288049632351	-0.260107512553717
AGAP002720-PA	-0.0667893969732451	-0.117216064745936	-0.362429178932553	-0.172881062027458	0.0347726333889349	0.188709187992163
AGAP013593-RA	-0.372556230462891	-0.31322658226298	0.299307360625708	-0.564272376055626	1.30753952895515	-1.06269763515816
AGAP007724-PA	-0.148043944122331	0.0662700377269201	0.0565616799276312	0.398790901824585	0.424129886394515	1.60814212970041
AGAP002822-PA	-0.212768034138424	0.457777689680808	-2.41744308629294	0.0233260243504537	1.19958785839715	-1.46567112330123
AGAP001252-PA	0.246621814950729	-1.15747203868761	-1.49513071573664	0.203495385313255	-0.42657669395943	0.132477474506314
AGAP010696-PA	-1.71573726249606	-0.257907302893422	0.807194182966493	-0.176737348883752	-0.251792480163601	0.729743958082366
AGAP010341-PA	1.08579348041871	-0.184132412702751	-0.990183870341102	0.772941170952196	0.997187961643552	0.461418227842202
AGAP005770-PA	-0.337043851369714	-0.783672085535111	-0.965602953378317	-1.37696819137906	-0.826836806838135	-1.28829408589629
AGAP005700-PA	-0.0464847015241493	0.515898064010613	-0.402742814213048	1.58461256931479	0.0903749488972029	0.0285325416793739
AGAP008125-PA	-0.0698899459239883	0.834578910353726	0.621977973478236	1.36468732487279	-0.454396135886413	-2.16333778220796
AGAP009049-PA	-0.0910316010810993	1.15948580196448	-1.2248020270917	-1.07165333805343	0.801431781340505	0.949137944128893
AGAP008689-PA	0.385551136573978	1.80357835297481	2.39618763968767	1.41855097329601	1.89660937091414	1.24281822364699
AGAP002216-PA	-1.05109298825783	-0.310820001660332	-0.304553114593556	0.225459231981451	1.23409411139189	1.14682685670766
AGAP013506-PA	0.921669623349194	-1.48911941213832	-0.435735657432835	0.489110365524131	-0.0104788823849688	0.711610431130598
AGAP012528-PA	0.760485008121637	1.12078688546317	-1.51366856866911	-0.79205184124067	-0.676186948128459	0.914559184913408
AGAP010003-PA	-0.0772810774694673	-0.0825441539048531	0.390171353369353	0.216422712569256	0.33140020635167	-1.61413604614567
AGAP011252-PA	0.0607963356453197	0.936209047196476	-1.25296009113035	0.990500049332409	0.331367454820348	1.42543729016451
AGAP002742-PA	0.0476223457652415	-0.84062692124744	0.71937372520462	1.20539987617173	-0.70212661689383	0.0332507936395797
AGAP009349-PA	-0.761959035455807	1.74207608470956	0.181645045570035	0.955890291490948	0.968230898627963	0.0988646969102577
AGAP003716-PA	-0.291122538547543	-0.960692756566213	-0.608514530290785	-1.97539275351827	0.1743933593076	1.17683046943431
AGAP011431-PA	1.46180958069352	-0.322170608013248	1.26925159822181	0.916208013028737	-0.305977211614439	0.173907958192757
AGAP008979-PA	1.0409126301541	-0.66608885390483	-0.33499769189232	-1.74297828238692	0.00268454745540422	-1.01155922325587
prophenoloxidase (AGAP012616-PA)	-1.71221418779081	-0.496766582802466	-0.795959570040703	-0.784553333199709	-0.421801100884863	0.587172129394848
AGAP008147-PA	-0.699816417465874	0.286992734377767	0.142328478232003	0.447703936545686	-0.229473306032729	1.06627322637072
AGAP007638-PA	1.20968162261967	-0.615836959959199	-1.91277000310198	-0.200333831202433	-1.6270335405062	0.777145617050483
AGAP008321-PA	1.04771411812777	2.09068483046205	0.927187666340867	0.52094045376142	0.804472291163177	1.45107252482029
AGAP011859-PA	1.06486502151802	0.9027487340689	-1.2971932154597	1.33260126753018	-1.04946440620691	-0.681512325530649
AGAP001604-PA	0.236034821060453	1.1145642736697	0.736740705915343	-0.63156232741448	-0.134156506537957	0.184834383603673
AGAP005305-PA	-1.57730133726815	-0.893028231905226	0.236252980082394	0.831743287078652	-0.600077367866098	0.604170505642845
AGAP003717-PA	-0.703381927751522	0.814775267978284	0.0565817762862067	-0.0337989743297792	-0.147587569188528	1.3552138573602
AGAP007510-PA	0.126760473843031	1.25425026898314	-1.09536901075951	-0.648574807685007	1.91812124654723	-1.85605524223116
AGAP010911-PA	-1.41076499811787	-0.913595806044082	-0.053654323481041	0.0610753535730811	1.82169567707254	0.603660545069019
AGAP001543-PA	1.18233248988177	-1.32608920329545	0.28915388233959	-2.28619410785445	-0.957677743580824	-1.99700978893452
AGAP008466-PA	0.249910968606783	0.375150678248573	1.32055355711323	-0.930403520672182	0.344947390303928	0.929019224768201
AGAP007625-PA	-2.99837262641283	-1.83975824001816	0.404964915248169	0.44081605128967	-1.66861766917128	0.781488126634653
AGAP003268-PA	1.02249976564825	0.036768617673525	0.211871816351923	0.507022633920092	0.152427800824011	-0.860221326427298
AGAP010739-PA	0.0618924809478556	0.470691518401962	1.41828075089344	-0.96872754554524	0.50749279949948	-0.335899764378301
AGAP004811-PA	0.42613120595605	-0.478902325754654	-0.215234575931328	0.344342055986561	-1.171103981116	0.238716217629045
AGAP004577-PA	0.994666247301255	2.01240499355732	-2.02151298665735	-1.1369921470978	1.25417288706522	0.0356587938316686
AGAP009554-PA	0.258927012426139	-0.32771725980134	0.395958362408986	1.43456485049616	1.81201922031043	-0.338098175507738
AGAP000340-PA	1.17851941732786	-0.041601927543913	-1.82661623700426	1.26245893415541	1.32762645385177	-0.35877054123452
AGAP012306-PA	-0.358533098223021	-0.533336102108253	-0.265131270900954	-0.634979264880382	-2.48334316004279	-0.315155028387408
AGAP006106-PA	-0.687156527037001	1.7874496866572	-1.67787543427937	0.980190913336847	0.691637119312672	-0.712419851973858
AGAP010675-PA	-0.47635789069123	0.386206119040182	1.32100506320225	-0.839577376883957	0.297208979556499	2.18410030699824
AGAP012541-PA	-0.767944826008679	1.81132036012471	0.290806634739489	-0.741479262257541	2.3532202938425	-0.0565895942978476
AGAP003261-PA	1.15164253025844	-0.650359421904383	-1.42459202437377	-0.293167911609958	2.39750660812352	0.122775826800371
AGAP001198-PA	-2.23699147415777	-1.77229369293849	-0.317783003940709	-0.175264438497048	1.61089559227284	-0.667554346791109
AGAP006697-PA	0.245467623097069	0.727039737340621	0.518216427628742	-0.770180339696206	1.6034010897641	-1.08619441855406
AGAP010278-PA	-0.743569551171375	0.131864542493887	0.623542130684108	1.09855363019405	-1.93833333853109	-0.245819383409021
AGAP008008-PA	0.815607831974258	0.386139715487689	0.178096661549475	0.00976318252331252	0.345648258393532	-1.08339629649107
AGAP000477-PA	-0.290886199155346	1.47806988242166	0.744640948151145	0.0567276643162387	-1.78660671222112	-1.25913205607801
AGAP005281-PA	1.39296061563718	-1.39877322181177	-0.223947177329508	-1.64111533646085	0.300251401600748	-0.309313848214964
AGAP000452-PA	0.382078656883322	-0.488176886527402	-0.23520845773207	-0.254583431589718	-0.0257268031237634	0.114154481098239
AGAP002246-PA	-1.68582360308725	-0.600145442874192	-0.828969146723931	-0.584698985250736	-1.43303551413678	-1.61450437976677
AGAP004888-PA	1.40690272864554	-1.61818040796096	1.19641821724068	1.39058322047952	-1.24559994443709	0.667831540766625
AGAP012200-PA	-1.56830635121413	-1.38718221749198	-0.949086911013554	-1.33882757950966	0.63168944471326	1.3483196821554
AGAP009040-PA	2.19601103100378	-0.458359971660786	-1.44170110970891	-0.962664795025254	-0.0799065175047207	-1.78206778407659
AGAP006515-PA	0.036617222947432	0.291508038954422	-2.44088418635003	-1.54568386295756	-1.23114659772423	-0.992063385315875
AGAP006088-PA	-0.580340669412532	-0.745926602085456	-0.529529760495555	0.573848036525255	-0.418852869184542	0.370940408671697
AGAP009046-PA	0.795233595061208	-1.33061732013815	-0.2081754802925	0.0921106955110377	0.0953489297917586	0.00279910819018999
AGAP004061-PA	0.577721699902714	-1.67021855733419	0.882458293254047	-0.757036178682595	1.50558366195332	0.265012199181144
AGAP012494-PA	1.52507177694271	-0.109587090905922	-0.718426706324725	-0.529753203343305	1.1741658010786	0.0501996333189889
AGAP005175-PA	-0.242181043303856	0.905990085679149	-1.88816234897019	1.2964926816292	1.84631176637361	0.80747319341062
AGAP009872-PA	1.09872543956808	1.14678104330103	-0.140005773696689	0.165484979471584	-0.159895818011971	-0.0798399140699847
AGAP002097-PA	0.270299586499526	0.650050092327794	-0.777639386989739	0.841415757997792	0.335410368884385	-0.252386808282809
AGAP008418-PA	0.491087541983464	0.0845372269227709	-0.365556038337919	0.0677463023263872	0.609070798287811	0.147220421080709
AGAP012345-PA	0.140993985387992	1.00716218823807	-0.532825182618555	0.684368007368935	1.28197329371143	1.61052968129091
AGAP003516-PA	1.13801718058933	1.49996121997874	-0.146982992217829	-0.211963047101342	-0.697857127687104	1.05545152977745
AGAP005995-PA	-0.166400240139581	0.976485390661146	1.56270016216014	-1.27051791489504	0.724746811903625	-2.49031124336615
AGAP001757-PA	-0.694246929645794	0.39320251634585	0.701105369234543	0.767442128717985	0.336267760001491	0.587512611187126
AGAP001617-PA	-1.69255249357497	1.07691060419275	-1.24161558991025	1.14092128717163	-0.262992597836965	-1.51422178956239
AGAP000068-PA	-0.355366245357843	1.52999266381968	-0.623397748639177	0.678887945845225	-0.180180881353263	0.885101318255574
AGAP008571-PA	1.43859976228192	-0.538195551958122	0.520768917105364	-0.346590914573264	-0.710249811083317	0.118341490215731
AGAP010898-PA	-0.183535474151095	0.41243922657413	0.337519113897136	1.46790404532886	0.564284488419542	0.464203039970088
AGAP011161-PA	-0.971630832332067	-2.06111117078301	0.804852384623557	1.45281115659332	-1.13016535066686	-0.234341010087754
AGAP003661-PA	-0.951112666808045	0.0328491454547219	-0.53354482738933	0.751963297990973	1.28849673855876	0.747501339829739
AGAP012300-PA	-0.586374543550888	-0.17963405300685	0.00103461612292217	0.220981370456392	-0.131599335783117	1.03298502408482
AGAP013128-PA	-0.986878784303462	1.0755773445271	-0.000136539931664451	-1.75464053517334	0.602248489702971	3.11962994296226
AGAP006496-PA	0.736452680221027	0.948499958051222	1.37209853597325	0.639663216054086	-0.906149229597974	1.51159591526176
AGAP010704-PA	-0.616022587663739	-0.757549038722518	0.189735886341911	0.683891235026741	-0.319108864225	0.152956454117517
AGAP012903-PA	-0.769604874049822	-0.515050712560997	0.701775921590374	-1.29327866141922	0.328538720621024	-0.232720717443319
AGAP001827-PA	2.58165321563108	0.0666717478678998	-0.778931770322672	0.201565066877074	-1.29742727844497	-0.031913807801132
AGAP013119-PA	2.08237128314466	0.234742509041054	-0.861627487771956	0.782905000971765	1.5278672140757	0.206626018687191
AGAP011025-PA	1.13876034159918	0.885226856724538	0.80792063543449	0.24174327122074	-0.51879184575239	1.46959755831682
AGAP009268-PA	-0.309558640582514	-0.657316586900477	0.234455603400487	1.58652619164901	-1.30735042780903	1.27463830912264
AGAP010974-PA	-0.251846036180251	1.403215130559	0.517666357636782	0.997235879478932	-0.994815548437505	-1.43010397449605
AGAP012610-PA	-0.141032180566604	-0.822332672066796	1.16128800970246	2.75941913854533	0.551552761450615	0.919241157622436
AGAP010816-PA	-1.01738578485495	-0.110091461034285	0.72091195054756	-1.14524339351233	-1.48518735803164	1.1780920082133
AGAP009708-PA	-0.539345073731626	-0.420631530200159	0.0422864882970957	0.875166882142074	0.740611357415312	-0.214227251448742
AGAP004943-PA	-0.173114733064756	-0.187551322647687	1.27457034786913	-1.72305982216688	-0.712976110892421	2.33851838950244
AGAP001988-PA	-0.656826928006105	-0.612125568899734	0.102392650773229	0.0330235179631255	-1.30811687988573	1.94882301972184
AGAP005059-PA	0.758896819694113	0.0504579935574824	0.989577669223496	-0.349220811924406	-0.287328546164301	-2.87828501606093
AGAP012437-PA	1.24900641590567	1.48079835419537	0.81941546715873	0.815817365419265	-2.14634716884479	-0.858947042832187
AGAP000039-PA	-1.86204918914962	0.603314866651062	1.11331295961659	0.332203950492605	0.123821899361346	0.322141762007873
AGAP012265-PA	-2.32536386246038	-0.41589253783003	0.0486108120047177	-0.82452964641921	1.08753915608665	1.3235521697978
AGAP007000-PA	0.764557890611289	2.36953578417221	-0.767047849108435	0.512612259558945	0.897851258562011	0.20997437783763
AGAP006144-PA	-0.381415468536892	-0.595062173148837	-0.578639386566601	0.881388750650784	1.33975540245417	0.945083298763798
AGAP010572-PA	-0.798484297032545	0.501672559831022	1.58927687703475	0.218687633376805	-1.70385584645372	-1.47434208743082
AGAP010861-PA	-0.175540050721438	1.14176418266144	-0.273255583520247	1.8696532210349	1.05066439074776	-1.49412253323498
AGAP003446-PA	-2.3517320731008	1.58121341706032	0.307277508771907	1.61997057731368	1.40031095027601	0.851673579948814
AGAP003555-PA	1.28657276921897	0.953448928799918	-0.830632617108572	-0.764190687814531	1.26050869835236	0.974829712294638
AGAP008707-PA	-0.227523696648056	0.803050869869072	0.225102782735598	0.0170529760518496	2.58153077090625	-3.45649682734998
AGAP011897-PA	-0.23253344813011	0.108520301005726	-1.25529051916544	-0.225097951013302	-1.0165835625189	-0.145827280524806
AGAP005905-PA	0.414258443415153	-1.99290311898964	0.803957285231216	-0.375469827558959	-0.727808292450614	-0.92501002389558
AGAP003784-PA	-0.88078281440084	0.640023561821472	-0.310986535725303	-0.368775173425067	-0.851458199052086	-0.381810899688846
AGAP008489-PA	0.524717546957771	0.0303571600734104	0.051154161608115	-0.246624742933238	-1.84203533561744	0.960835639479684
AGAP003892-PA	-0.392393543353086	2.83865817721389	1.04802579148941	-0.445675890015746	-1.69201851582793	-0.0341437331823128
AGAP010236-PA	-0.857952185248209	0.334922031666623	-0.757501444525201	0.329390242213875	0.338674816623135	-0.458677123580754
AGAP006514-PA	0.130101626259929	0.194866312121564	-2.10100678394006	1.77456063668789	-0.678545479994124	-2.13110729657561
AGAP009262-PA	0.198587400440832	0.529768981679583	-1.20446529380012	-0.21364068633576	0.343965228306094	-1.02786219926779
AGAP009468-PA	-1.42514143832634	-0.27932454600359	-0.911426090376009	0.371122887508042	1.21131140388639	0.155272471062987
AGAP003094-PA	0.262970892750216	0.740578653712082	-0.0160201141370131	-1.33622775260668	-2.42817301710969	-0.352167704303805
AGAP001914-PA	-0.787888947034123	-0.593382517945312	0.590820221769299	-0.264874477292422	-0.976981536115847	-1.03426077825341
AGAP006931-PA	1.5870817716506	-0.521858661126178	0.317759280663001	-0.509508863874766	-0.0426049739533588	-0.346326106405203
